emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,total_credit_lines,account_never_delinq_percent,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,loan_status
engineer,1.0,VA,MORTGAGE,81200.0,Not Verified,21.73,0,,36,100.0,other,individual,10500,36,14.08,359.28,C,Current
,,MI,MORTGAGE,47000.0,Verified,3.93,1,19.0,9,77.8,credit_card,individual,6000,36,9.92,193.38,B,Current
self employed,0.0,RI,OWN,100000.0,Not Verified,2.0,1,9.0,11,90.9,debt_consolidation,individual,16000,36,15.05,555.04,C,Current
de/sar underwriter,4.0,WA,MORTGAGE,150000.0,Not Verified,12.78,0,,27,100.0,debt_consolidation,individual,8000,36,9.43,256.01,B,Fully Paid
sales,7.0,UT,RENT,33000.0,Not Verified,4.98,0,,19,100.0,home_improvement,individual,10000,36,6.07,304.54,A,Current
administrative assistant ,7.0,CA,RENT,41000.0,Not Verified,20.99,0,,13,100.0,credit_card,individual,12000,36,6.08,365.5,A,Current
manager,10.0,SC,MORTGAGE,113000.0,Not Verified,14.76,0,,16,100.0,debt_consolidation,individual,25000,36,6.08,761.46,A,Current
of counsel,10.0,CA,MORTGAGE,315000.0,Source Verified,4.41,0,40.0,21,95.0,home_improvement,individual,40000,36,10.9,1307.66,B,Current
supervisor,3.0,IN,RENT,47757.0,Verified,25.11,0,,7,100.0,debt_consolidation,individual,23000,60,13.58,530.18,C,Current
warehouse,10.0,WA,RENT,90000.0,Verified,19.83,0,,15,100.0,debt_consolidation,individual,35000,60,18.45,897.37,D,Current
contractor,0.0,CT,RENT,30000.0,Not Verified,18.84,0,,4,100.0,credit_card,individual,5000,36,7.35,155.19,A,Current
investment lead,2.0,DE,RENT,93000.0,Source Verified,0.32,0,,5,100.0,other,individual,40000,36,6.72,1229.97,A,Current
sales,3.0,FL,RENT,80000.0,Source Verified,0.38,0,,2,100.0,other,individual,8000,36,16.02,281.34,C,Late (31-120 days)
instructor,6.0,AL,MORTGAGE,60000.0,Source Verified,19.12,1,22.0,15,66.7,major_purchase,individual,5000,36,10.42,162.33,B,Current
welder,4.0,KY,OWN,38000.0,Verified,0.79,0,,7,100.0,other,individual,27000,60,14.08,629.37,C,Fully Paid
director of academic success center,3.0,GA,MORTGAGE,50000.0,Source Verified,17.83,0,76.0,20,95.0,debt_consolidation,joint,27000,36,13.58,917.3,C,Current
,,TX,MORTGAGE,68750.0,Not Verified,33.92,1,17.0,47,95.0,home_improvement,joint,15000,36,7.97,469.84,A,Current
management analyst,10.0,VA,MORTGAGE,95000.0,Source Verified,8.93,0,,5,100.0,other,individual,6700,36,10.91,219.07,B,Current
director of operations,10.0,NV,RENT,155000.0,Not Verified,23.74,0,77.0,25,92.0,credit_card,individual,12000,36,9.44,384.06,B,Current
underwriters assistant,10.0,CT,MORTGAGE,62100.0,Source Verified,35.25,0,41.0,32,93.8,debt_consolidation,individual,13550,36,16.01,476.45,C,Current
human resources,2.0,TN,MORTGAGE,55000.0,Not Verified,20.42,1,10.0,29,82.1,debt_consolidation,individual,15000,36,10.42,486.98,B,Current
owner,2.0,MA,MORTGAGE,80000.0,Not Verified,27.5,0,31.0,33,87.5,major_purchase,individual,20000,60,17.47,502.12,D,Current
realtor,3.0,AR,MORTGAGE,130000.0,Not Verified,8.22,0,,18,100.0,debt_consolidation,individual,12000,36,18.06,434.2,D,Current
recruiter,10.0,AK,MORTGAGE,78000.0,Source Verified,30.75,0,,28,100.0,credit_card,joint,38500,36,11.99,1278.57,B,Current
supervisor,8.0,TX,RENT,47500.0,Not Verified,6.9,0,,11,100.0,debt_consolidation,individual,4350,36,11.98,144.45,B,Current
concierge,10.0,NY,RENT,60000.0,Source Verified,8.28,0,,3,100.0,debt_consolidation,individual,11000,36,15.04,381.54,C,Current
physician,6.0,MN,RENT,230000.0,Source Verified,15.16,0,79.0,31,96.4,major_purchase,individual,6000,36,7.35,186.23,A,Current
retail associat,4.0,MD,RENT,25000.0,Source Verified,10.75,0,,13,100.0,major_purchase,joint,10000,36,9.44,320.05,B,Current
ct scan technologist,9.0,PA,RENT,70000.0,Not Verified,16.6,0,38.0,21,85.7,debt_consolidation,individual,30000,60,9.92,636.24,B,Current
warehouse,5.0,MI,RENT,25000.0,Not Verified,41.15,0,,17,100.0,debt_consolidation,joint,10000,36,11.98,332.05,B,Current
project manager ,2.0,AZ,MORTGAGE,100000.0,Source Verified,10.16,0,28.0,19,88.9,major_purchase,individual,19000,36,10.42,616.83,B,Current
payroll secretary,10.0,GA,OWN,40000.0,Source Verified,14.93,0,,16,100.0,debt_consolidation,individual,13000,36,7.35,403.49,A,Current
medical records,8.0,CT,RENT,33000.0,Source Verified,2.36,0,,16,100.0,debt_consolidation,individual,4000,36,9.44,128.02,B,Fully Paid
assessment clerk,10.0,CA,RENT,54237.0,Source Verified,8.19,0,,18,100.0,debt_consolidation,joint,9000,36,9.43,288.01,B,Current
program director,3.0,NC,RENT,140000.0,Not Verified,21.85,0,39.0,47,91.5,debt_consolidation,joint,30000,36,18.06,1085.48,D,Current
superintendent ,7.0,NY,MORTGAGE,200000.0,Source Verified,17.19,0,,17,100.0,debt_consolidation,individual,20000,36,21.85,762.26,D,Current
owner,10.0,AL,MORTGAGE,85000.0,Source Verified,4.44,0,,21,100.0,moving,joint,10000,60,9.93,212.13,B,Current
advanced individual training instructor,10.0,OK,MORTGAGE,77177.88,Verified,28.27,0,,22,100.0,debt_consolidation,individual,21000,60,20.39,560.94,D,Current
referee ,4.0,CA,OWN,85000.0,Not Verified,2.84,0,,7,100.0,debt_consolidation,individual,7000,36,7.34,217.23,A,Current
bartender/server,2.0,AR,RENT,20000.0,Source Verified,33.46,0,,8,100.0,debt_consolidation,individual,7500,36,15.05,260.18,C,Current
professor,10.0,MO,MORTGAGE,84500.0,Source Verified,29.19,0,,26,100.0,credit_card,individual,20400,60,10.9,442.53,B,Current
,,PA,OWN,23000.0,Not Verified,13.73,0,,4,100.0,major_purchase,joint,1000,36,20.39,37.37,D,Current
electrician,1.0,CA,RENT,31000.0,Not Verified,29.89,0,,7,100.0,credit_card,individual,15000,36,24.85,595.21,E,Fully Paid
nursing supervisor ,1.0,AZ,RENT,66000.0,Verified,2.44,0,,30,100.0,major_purchase,individual,21000,36,7.35,651.79,A,Current
mechanic,8.0,WI,MORTGAGE,62000.0,Not Verified,21.82,0,72.0,30,80.0,debt_consolidation,individual,22000,36,9.44,704.11,B,Current
,,AZ,MORTGAGE,18000.0,Verified,10.09,0,56.0,13,76.9,credit_card,individual,10000,36,17.47,358.88,D,Current
sales  ,4.0,NV,RENT,35790.0,Verified,32.03,0,,12,100.0,credit_card,individual,12525,36,10.91,409.52,B,Current
manager,3.0,IN,MORTGAGE,30000.0,Not Verified,26.56,0,31.0,16,93.8,debt_consolidation,individual,2000,36,9.44,64.01,B,Current
international shipping agent,10.0,GA,MORTGAGE,45000.0,Verified,2.43,0,45.0,27,96.3,home_improvement,individual,25000,36,6.71,768.62,A,Current
accounting assistant,2.0,NV,RENT,31000.0,Not Verified,15.64,0,,17,100.0,debt_consolidation,individual,14000,36,15.04,485.59,C,Current
credit analyst,9.0,AL,MORTGAGE,100000.0,Verified,14.54,0,,41,100.0,credit_card,individual,35000,36,10.41,1136.11,B,Current
new accounts rep ,4.0,TX,MORTGAGE,31700.0,Verified,17.31,0,,17,100.0,debt_consolidation,individual,13000,36,13.59,441.73,C,Current
sergeant ,3.0,MO,RENT,42000.0,Not Verified,37.34,0,,21,100.0,debt_consolidation,individual,20000,60,11.99,444.79,B,Current
nurse,1.0,FL,MORTGAGE,65000.0,Source Verified,19.42,1,9.0,16,93.3,other,individual,5000,36,20.0,185.82,D,Current
senior superintendent ,6.0,AZ,MORTGAGE,115000.0,Source Verified,11.57,0,61.0,17,82.4,credit_card,individual,26000,60,12.62,586.54,C,Current
sr project manager,10.0,CA,RENT,158000.0,Not Verified,2.32,0,43.0,28,96.4,debt_consolidation,individual,14000,36,6.71,430.43,A,Current
quality engineer ,1.0,CO,MORTGAGE,62400.0,Not Verified,12.76,0,,16,100.0,home_improvement,individual,1300,36,11.98,43.17,B,Fully Paid
customer service representative,1.0,AZ,RENT,36000.0,Not Verified,18.77,0,,7,100.0,debt_consolidation,individual,3700,36,7.35,114.84,A,Current
truck foremen,6.0,GA,RENT,55000.0,Source Verified,5.63,0,52.0,33,96.7,small_business,joint,36000,60,12.62,812.13,C,Current
data coordinator,6.0,IN,MORTGAGE,56400.0,Not Verified,1.98,0,,15,100.0,debt_consolidation,individual,19200,60,11.99,427.0,B,Current
strategic account manager,2.0,MA,RENT,105000.0,Not Verified,19.41,0,,30,100.0,credit_card,individual,22000,36,11.98,730.51,B,Current
clerk ,4.0,KS,RENT,38000.0,Not Verified,21.73,0,,14,100.0,debt_consolidation,individual,9800,36,18.06,354.59,D,Current
senior manager ,6.0,MS,MORTGAGE,115000.0,Source Verified,7.87,0,64.0,27,63.0,house,individual,12000,60,12.61,270.65,C,Current
care giver,10.0,WY,OWN,77017.0,Source Verified,20.18,0,,28,100.0,home_improvement,individual,28500,60,17.47,715.53,D,Current
senior audit analyst,10.0,OR,RENT,55000.0,Verified,0.55,0,,15,100.0,other,individual,25000,60,15.05,595.41,C,Current
sales,4.0,TX,OWN,48000.0,Not Verified,0.68,0,33.0,15,80.0,credit_card,individual,6000,36,9.43,192.01,B,Current
consultant,10.0,CA,OWN,220000.0,Source Verified,9.19,0,,23,100.0,debt_consolidation,individual,3500,36,5.31,105.39,A,Current
branch manager ,6.0,CA,RENT,59000.0,Source Verified,18.28,0,56.0,31,90.3,debt_consolidation,individual,12000,36,10.41,389.53,B,Current
flight attendant,10.0,IL,RENT,72000.0,Not Verified,20.18,0,,26,100.0,medical,individual,4500,36,15.05,156.11,C,Current
,,WA,MORTGAGE,0.0,Not Verified,,0,53.0,22,95.5,debt_consolidation,joint,15000,36,7.35,465.57,A,Current
development engineer,4.0,TN,MORTGAGE,66920.0,Verified,12.32,0,,14,100.0,credit_card,individual,10000,60,19.03,259.58,D,Current
lead sales associate,10.0,CA,MORTGAGE,53000.0,Not Verified,28.92,0,26.0,28,92.9,vacation,joint,5000,36,10.41,162.31,B,Current
scheduling,5.0,OH,MORTGAGE,26000.0,Source Verified,18.19,1,21.0,28,71.4,credit_card,individual,5600,36,10.91,183.1,B,Current
project manager,0.0,NJ,RENT,76000.0,Not Verified,25.09,0,,22,100.0,credit_card,individual,12000,36,7.97,375.88,A,Current
surgery assistant,2.0,CA,OWN,55000.0,Source Verified,12.7,2,21.0,12,75.0,credit_card,individual,8800,36,9.93,283.67,B,Current
operator,10.0,WI,OWN,78000.0,Not Verified,33.14,0,,24,100.0,house,individual,25000,60,12.62,563.98,C,Current
senior insurance sales rep,6.0,FL,MORTGAGE,110000.0,Not Verified,18.61,0,,27,100.0,debt_consolidation,individual,10000,36,12.62,335.12,C,Current
service tech,3.0,IN,MORTGAGE,58000.0,Verified,20.82,0,56.0,23,95.7,debt_consolidation,individual,15000,36,18.06,542.74,D,Current
director of operations - women's basketb,4.0,GA,RENT,48000.0,Source Verified,27.87,0,34.0,44,97.7,home_improvement,individual,12000,36,6.71,368.94,A,Current
owner,10.0,MO,MORTGAGE,90000.0,Source Verified,19.49,0,28.0,27,88.9,small_business,individual,20000,36,6.07,609.08,A,Current
manager,10.0,CA,MORTGAGE,62000.0,Verified,29.95,0,,14,100.0,debt_consolidation,individual,2600,36,18.06,94.08,D,Current
senior software engineer,0.0,NC,MORTGAGE,132000.0,Not Verified,9.13,0,,24,100.0,credit_card,individual,20000,36,5.32,602.3,A,Current
director of business affairs,0.0,MI,MORTGAGE,280000.0,Source Verified,18.64,0,43.0,48,91.1,debt_consolidation,individual,33550,36,13.59,1139.99,C,Current
human resources representative ii,1.0,TN,MORTGAGE,62000.0,Not Verified,9.16,0,25.0,47,95.6,home_improvement,individual,3000,36,7.96,93.96,A,Charged Off
director of sales,10.0,MI,MORTGAGE,223500.0,Verified,15.22,0,,18,100.0,major_purchase,individual,40000,36,9.43,1280.01,B,Current
driver ,10.0,AZ,MORTGAGE,80000.0,Source Verified,8.87,0,,15,100.0,credit_card,individual,6000,36,5.31,180.67,A,Current
practice director,2.0,IN,MORTGAGE,147000.0,Verified,26.14,0,27.0,36,97.2,home_improvement,joint,40000,36,6.07,1218.15,A,Current
sterile processor,1.0,AL,MORTGAGE,69116.0,Not Verified,20.33,1,14.0,45,92.5,debt_consolidation,individual,15000,36,21.45,568.6,D,Current
truck driver,2.0,WA,RENT,75000.0,Not Verified,5.34,0,,13,100.0,other,individual,20000,36,7.35,620.75,A,Current
qma,2.0,IN,OWN,45000.0,Source Verified,9.63,0,47.0,14,85.7,major_purchase,individual,16000,36,11.98,531.28,B,Current
plumber,10.0,NY,MORTGAGE,60000.0,Not Verified,26.2,0,,24,100.0,debt_consolidation,joint,14000,36,7.34,434.46,A,Current
rn,10.0,OR,MORTGAGE,80000.0,Verified,16.23,0,,27,100.0,debt_consolidation,individual,20000,36,6.07,609.08,A,Current
truck driver,1.0,WA,MORTGAGE,60000.0,Source Verified,10.32,0,,16,100.0,debt_consolidation,individual,20000,60,12.61,451.08,C,Current
hr director,10.0,GA,MORTGAGE,80000.0,Source Verified,10.23,0,55.0,17,70.6,credit_card,individual,10000,36,7.34,310.33,A,Current
receptionist ,0.0,NV,RENT,40000.0,Not Verified,4.17,0,,8,100.0,credit_card,individual,3000,36,9.93,96.71,B,Current
,,GA,MORTGAGE,30000.0,Not Verified,17.0,0,,13,100.0,medical,individual,15000,60,9.44,314.59,B,Current
general manager,9.0,TX,MORTGAGE,75000.0,Verified,35.26,0,,30,100.0,debt_consolidation,individual,11200,60,18.45,287.16,D,Current
owner,10.0,CO,MORTGAGE,120000.0,Not Verified,7.73,0,45.0,29,100.0,small_business,individual,20000,36,6.07,609.08,A,Current
diver,4.0,PA,RENT,50000.0,Source Verified,14.4,3,18.0,21,52.4,major_purchase,individual,3000,36,11.99,99.63,B,Current
investigator,10.0,TX,MORTGAGE,59000.0,Not Verified,31.14,0,,19,100.0,home_improvement,individual,8500,36,9.44,272.05,B,Current
lamination,2.0,IN,MORTGAGE,60000.0,Verified,17.64,0,,30,100.0,debt_consolidation,individual,3000,36,12.62,100.54,C,Current
design drafter,1.0,TX,MORTGAGE,70000.0,Verified,33.55,0,,51,100.0,debt_consolidation,individual,28950,60,11.98,643.69,B,Fully Paid
strategic planner,9.0,AL,MORTGAGE,172000.0,Verified,14.01,0,,15,100.0,debt_consolidation,individual,30000,36,12.61,1005.2,C,Current
pharmacist,2.0,MA,RENT,100000.0,Verified,15.86,0,,18,100.0,small_business,joint,20000,36,5.32,602.3,A,Current
senior network systems programmer,5.0,MD,MORTGAGE,95000.0,Source Verified,27.25,1,13.0,25,96.0,home_improvement,individual,35000,36,12.61,1172.73,C,Current
legal secretary,10.0,AZ,MORTGAGE,58000.0,Source Verified,21.73,0,,31,100.0,credit_card,individual,17000,36,9.44,544.09,B,Current
hr manager,0.0,VA,MORTGAGE,68000.0,Source Verified,18.76,0,,46,100.0,debt_consolidation,individual,7500,36,15.04,260.14,C,Current
supervisor (master of record),10.0,TX,MORTGAGE,65000.0,Source Verified,9.55,0,,30,100.0,other,individual,2500,36,6.71,76.87,A,Current
owner,10.0,GA,MORTGAGE,70000.0,Source Verified,20.33,0,,25,100.0,debt_consolidation,individual,15000,36,7.35,465.57,A,Current
vp finance,3.0,FL,MORTGAGE,180000.0,Verified,27.33,0,,42,100.0,credit_card,joint,36000,36,6.07,1096.34,A,Current
sales manager,2.0,FL,RENT,41000.0,Source Verified,13.11,0,39.0,3,66.7,other,individual,5000,36,15.04,173.43,C,Current
account manager,4.0,NY,RENT,75000.0,Source Verified,17.51,0,53.0,18,81.3,debt_consolidation,individual,25000,36,9.92,805.75,B,Current
general manager,10.0,ND,RENT,65000.0,Verified,27.81,0,,11,100.0,debt_consolidation,individual,20000,36,16.01,703.24,C,Current
sales and service fire protection,10.0,CA,MORTGAGE,84646.0,Source Verified,2.48,0,,6,100.0,credit_card,individual,5250,36,6.72,161.44,A,Current
msa,3.0,NY,RENT,45000.0,Source Verified,23.97,0,26.0,44,90.9,vacation,individual,4500,36,15.05,156.11,C,Fully Paid
barista,1.0,NY,RENT,23500.0,Source Verified,26.66,0,,11,100.0,debt_consolidation,individual,1000,36,22.91,38.67,E,Current
autocad senior electrical designer,3.0,LA,MORTGAGE,73000.0,Source Verified,20.47,0,46.0,27,74.1,debt_consolidation,individual,18000,60,28.72,568.29,F,Current
,,TX,MORTGAGE,190000.0,Source Verified,10.67,0,,19,100.0,credit_card,individual,35000,36,6.71,1076.07,A,Current
paralegal,0.0,NY,RENT,36000.0,Source Verified,26.83,0,,13,100.0,debt_consolidation,individual,10000,36,10.42,324.65,B,Current
support services assistant,4.0,CA,RENT,46310.0,Not Verified,16.19,0,,26,100.0,debt_consolidation,individual,22000,60,9.93,466.68,B,Current
team member,0.0,TN,MORTGAGE,35000.0,Not Verified,26.3,0,74.0,24,95.8,home_improvement,individual,7000,36,7.35,217.27,A,Current
account executive,3.0,TX,RENT,50000.0,Source Verified,10.78,0,49.0,17,81.3,debt_consolidation,individual,12000,60,26.3,361.42,E,Current
officer,9.0,GA,RENT,74000.0,Source Verified,30.04,0,,35,100.0,debt_consolidation,joint,10000,60,7.34,199.63,A,Current
administrative lead,10.0,CA,RENT,109000.0,Not Verified,6.79,0,64.0,36,97.2,debt_consolidation,individual,12000,36,9.43,384.01,B,Current
solutions engineer,2.0,GA,MORTGAGE,68000.0,Verified,32.32,0,,12,100.0,debt_consolidation,individual,20000,60,10.41,428.99,B,Current
university police,0.0,NY,MORTGAGE,56000.0,Source Verified,32.9,0,,23,100.0,medical,individual,5000,36,13.58,169.87,C,Current
loan processor,2.0,TX,RENT,34000.0,Not Verified,16.98,8,17.0,12,25.0,credit_card,individual,4000,36,14.08,136.87,C,Current
operator ,10.0,VA,MORTGAGE,99000.0,Not Verified,7.89,0,,11,100.0,debt_consolidation,individual,12000,36,9.44,384.06,B,Current
driver,7.0,NY,RENT,38000.0,Not Verified,21.73,0,,10,100.0,debt_consolidation,individual,10000,36,10.91,326.97,B,Current
rn,6.0,OH,MORTGAGE,55000.0,Source Verified,35.36,0,,45,100.0,debt_consolidation,individual,9000,36,9.44,288.05,B,Current
captain,4.0,FL,RENT,204000.0,Verified,6.3,0,57.0,16,93.8,debt_consolidation,individual,33000,36,6.08,1005.13,A,Current
project manager,6.0,NJ,MORTGAGE,97000.0,Not Verified,30.26,0,,37,100.0,debt_consolidation,joint,40000,36,6.71,1229.79,A,Current
clinical tech,3.0,MS,RENT,55000.0,Not Verified,4.67,0,43.0,44,93.2,credit_card,individual,16000,60,10.91,347.17,B,Current
siu qc/qa analyst,10.0,NC,RENT,80000.0,Verified,29.62,0,80.0,16,93.3,debt_consolidation,individual,35000,36,14.08,1197.58,C,Current
general manager,10.0,KY,OWN,83200.0,Source Verified,22.8,0,,38,100.0,other,individual,13975,60,11.98,310.73,B,Current
sales engineering manager,10.0,IL,RENT,225000.0,Not Verified,5.13,0,,16,100.0,debt_consolidation,individual,8000,36,5.32,240.92,A,Current
senior quality analyst,5.0,VA,OWN,90000.0,Not Verified,2.19,0,,16,100.0,debt_consolidation,individual,35000,36,6.72,1076.23,A,Current
facilities mechanic,10.0,NC,MORTGAGE,99000.0,Not Verified,17.78,0,,33,100.0,credit_card,individual,25000,60,6.71,491.62,A,Current
customer support rep,10.0,NJ,RENT,45000.0,Source Verified,22.19,0,30.0,38,97.4,debt_consolidation,individual,3500,36,15.05,121.42,C,Fully Paid
sushi chef,7.0,CO,RENT,45000.0,Source Verified,25.92,0,,12,100.0,credit_card,individual,10000,60,10.9,216.93,B,Current
machinest,10.0,PA,RENT,61000.0,Not Verified,19.28,0,31.0,10,88.9,debt_consolidation,individual,11200,60,12.62,252.67,C,Current
owner ,3.0,MS,MORTGAGE,200000.0,Source Verified,9.99,0,,28,100.0,credit_card,joint,30000,60,11.99,667.19,B,Current
welder,0.0,IN,MORTGAGE,80000.0,Not Verified,16.16,0,67.0,10,90.0,credit_card,individual,10000,36,5.32,301.15,A,Current
senior product developer,3.0,IN,RENT,95000.0,Not Verified,10.38,0,,11,100.0,debt_consolidation,individual,10000,36,5.32,301.15,A,Current
general manager ,2.0,NJ,RENT,60000.0,Source Verified,2.72,0,52.0,13,84.6,medical,individual,15000,36,19.03,550.07,D,Current
project mgr,5.0,NC,RENT,85000.0,Not Verified,3.52,0,29.0,6,83.3,credit_card,individual,7500,36,9.93,241.76,B,Current
senior qa analyst,10.0,MO,MORTGAGE,101500.0,Source Verified,25.96,0,,45,100.0,credit_card,individual,22000,60,14.07,512.71,C,Current
direct support professional,3.0,NY,RENT,43000.0,Source Verified,25.87,0,,12,100.0,debt_consolidation,individual,6000,36,13.58,203.85,C,Current
business manager,10.0,MA,RENT,65000.0,Not Verified,17.65,0,62.0,27,92.6,debt_consolidation,individual,6025,36,5.31,181.42,A,Current
manager,10.0,CA,RENT,40000.0,Not Verified,5.65,0,,8,100.0,other,individual,10000,36,20.39,373.63,D,Current
maintenance engineer,10.0,CA,RENT,76000.0,Not Verified,20.31,0,,14,100.0,credit_card,individual,30000,36,6.71,922.35,A,Current
gene regulation product and services man,6.0,CA,RENT,82000.0,Source Verified,30.65,0,38.0,19,94.7,credit_card,individual,20000,36,13.58,679.48,C,Current
service,3.0,SC,OWN,33000.0,Not Verified,22.16,0,,25,100.0,debt_consolidation,individual,10000,36,9.93,322.35,B,Current
sr pension administrator,10.0,FL,MORTGAGE,50000.0,Not Verified,28.33,0,,31,100.0,major_purchase,individual,12000,36,6.71,368.94,A,Current
appraiser,0.0,MI,RENT,52000.0,Not Verified,18.28,0,,22,100.0,credit_card,individual,6100,36,10.91,199.45,B,Current
phd student,1.0,TX,RENT,36000.0,Source Verified,14.67,0,,32,100.0,credit_card,individual,12000,36,7.97,375.88,A,Current
referral representative,0.0,NC,MORTGAGE,38000.0,Source Verified,24.42,0,,15,100.0,debt_consolidation,individual,4000,36,10.41,129.85,B,Current
sales manager,5.0,FL,RENT,60000.0,Source Verified,14.36,0,47.0,9,66.7,small_business,individual,6000,36,14.08,205.3,C,Current
professor,10.0,GA,MORTGAGE,89000.0,Source Verified,17.65,0,,31,100.0,debt_consolidation,individual,30000,36,5.32,903.45,A,Current
customer success manager,2.0,MD,MORTGAGE,98000.0,Source Verified,17.92,0,,14,100.0,credit_card,individual,9600,36,10.91,313.89,B,Current
